text,label
"@Cnd_MajFly Petite dédicace à tous les mecs qui m'ont dit ""non mais tu peux pas être sûre d'être lesbienne"" ou ""t'e… https://t.co/ZrN23yOPBn",homophobia
"@Desiminn ""j'aime les bites mais oh attention hein chui pas pédé ho""",homophobia
"@pioupiou4242 Mon grand père, 84 ans, quand ma marraine lui a annoncé qu'elle était lesbienne et en couple ;
-ah ou… https://t.co/uLtjIUD3nQ",homophobia
"Rosalia/Rosaria : Lesbienne, fait office de sous-chef du club des bisexuels tenus par Kaeya.… https://t.co/6rHJ7hLe2G",homophobia
@Spirit_PD Monsieur Poison Agony,none
@EpisDEmi Moi je suis lesbienne 100% !,none
@Franckii237 @Ninoush237 T'es pas pd ?,homophobia
@Mildness_Jessy Moi le jour que un pedé fera une erreur wallay on va filmer comment je vais tiré son kyky là,homophobia
"@KaimbaFabrice Ata nakufi soki lesbienne asimbi ngai ata mupende nako lamuka nakangi ye catch, façon j déteste ces… https://t.co/xsdFAEkrb0",homophobia
"La fameuse phrase légendaire 
""Je suis pas un pd, on bz pas dans mon cui"" https://t.co/zdInbWdboh",homophobia
"Jean et Lisa : Jean est une lesbian queen. C'est la girlfriend de Lisa qui est aussi lesbienne.
Et vos le disait un… https://t.co/cYBpIyyE0l",none
"@BrainlessMonkez « Mon mari est PD, je ne sais plus quoi faire ». Gérard M.",homophobia
"@ZeBoris_ Et puis si on croise un pd on l'agresse, ou dans certains pays on le tue...",homophobia
"Hétéronormative 
Suspicion de bisexualité par autrui 
Affirmation de ma pansexualité
Suspicion de lesbianisme
Réaff… https://t.co/mwiUGwz8ac",none
@pipo3andyemek @DZ_du_213 Yo @pipo3andyemek  tu connais ce pd ??,homophobia
"@FirstMagLeVrai Une abomination comme ça jamais de la vie je serai d'accord avec ça ""femme son Pédé""🤮🤮🤮🤮",homophobia
"@3ngieKG Je te confirme que tes pas lesbienne, tes plutot misérable",none
@FirstMagLeVrai Toi tu n'as pas un bon esprit hein 🙄 C'est quand tu vas poster cette photo que les gens vont commen… https://t.co/ydACdzBfCf,homophobia
pk vous êtes des pd comme ça https://t.co/6jQzoQhdLD,homophobia
"@BrainlessMonkez Je connais une personne qui en journée se sent femme/hetero les jours pairs de la semaine, homme/h… https://t.co/Wo9vpt5x45",none
Toujours pas trouvé mon pd te ou j’attends ton dm,homophobia
@_BeFootball Lui c'est qu'un sale PD (tsais le mec qui a pas compris),homophobia
@MostlyPeacefull @RobertDowneyJr On dirai une vieille lesbienne,homophobia
@Joe_Kingmtk Ce p'tit PD à la frustration d'un mec qui est toujours puceau à plus de 30 ans✅🤷🤷,homophobia
"Si j’ai bien compris le dernier feuilleton de Twitter France, c’est l’histoire d’un mec qui ressemble à une grosse… https://t.co/rSj2DlsgLy",none
"hetero
bi de ouf
hetero de ouf wtf peut pas etre bi🤣🤣
bi
lesbienne 
retour à bi 🔥 https://t.co/Dilf95oSgU",none
@mbotecd @mbotecd que gagnes-tu à raconter des mensonges? Nzoka ozalaka pédé toyebaka tein. https://t.co/rEJjzMGuFg,none
Y’a des boug tu pense il te regard mal alors que sa s’trouve y sont pas pd,homophobia
"@BrainlessMonkez @yann6904 @F3PaysdelaLoire  cette photo ne Vous gène pas     ""Oui, ma petite-fille est transgenre""… https://t.co/0cl6pIB5os",homophobia
"Pdf : https://t.co/kiI8ipOuHl

"" gode shave the gouine ""

Livre : https://t.co/gHb0H9aKGn https://t.co/HCIb4Xk74q",none
"Nouveau bon plan 🔥 
PD-Party- Décoration Suspendue, 7024209, Rose(w)
6.73€ au lieu de 15.05€ 🤑 
https://t.co/hTAHHTINhr",none
@AldoSterone111 J’aimerais bien voir «  oui mon grand frère est PD » 😂,homophobia
@BrainlessMonkez Rien sur mon chien est pédé ? Je m’inquiète !,homophobia
@ahahaha84381170 @alexandracchi Elle est lesbienne mon ami,homophobia
"pd est en effet coeurs amour fidèle , ne pas ignorer si grande logique . mais vous devez savoir quand utiliser tuk… https://t.co/LtuC0Gb7MZ",homophobia
Paradise Pd c’est la série la plus degeulasse que j’ai vue 😭😭,none
"@Leonne_damour @122dayys Pas vraiment une bonne partie des homophobe rajoutes gros juste avant ""gros pd"" ""sal gros… https://t.co/v9N7t1N7mg",homophobia
@LGVEAU est pd,homophobia
@ta_lesbienne déjà le paradis c'est une mauvaise interprétation catholique. il était sur terre au départ et il revi… https://t.co/scs9pj71do,none
idée cadeau date gouine https://t.co/i3AyBOLyHX,homophobia
@lyvxle omg merci mon pd jtm ❤️,homophobia
@bieldo14 pd crê,homophobia
jv tweet comme une lesbienne mais quel banger ptn https://t.co/VP0QRXWN1Z,none
@Mouettalicorne La preuve que t'es pas lesbienne x),none
@kyoo202 c ironique pd tout les pc lancent lol,homophobia
Jsplus si je l'écoute depuis que j'ai 14 pige mais voir ces couples héteros et un couple lesbienne s'embrasser c'est trop chou purée 🥲,none
@Garcia_jhu_ o mdss 🤡 se quiser cnvs pd ir pv 🫶🏻,none
Quand vous voyez une stat avec des PD pour dire que Messi est meilleur que Ronaldo ça veut dire que Ronaldo a mis p… https://t.co/IQsEmMFk5t,none
Ils ont annoncé le nouveau animé avatar pour 2025 avec donc un nouveau  ce qui veut dire que la grande dame qu'étai… https://t.co/5zucMlW4mO,none
"@alexandracchi Bah va te faire mettre par une femelle ceinturée, la meuf est lesbienne et galère au point de post u… https://t.co/fPJcR0Tg1s",homophobia
ptdrrr le raccourci de camille au mariage dit juste que t’es lesbienne ctt,homophobia
Les pd de tout type de race surtout ceux qui disent « genre » h24 https://t.co/xYUqAMrfdR,homophobia
Je suis lesbienne et fière 😂 https://t.co/3u2UUaAQrP,none
@mavhy00 @teeenaaaa Ta grand mère aussi pd,homophobia
@cybersgogo Toi aussi tu compte devenir lesbienne…,none
@_BeFootball Sacré PD,homophobia
"@unveranosintii Mbappe tortuga niña y payaso ..

Mbappé, mange des tortues ninja travestis et clown.
Arrête de pleurer, pédé, y'a un putain",homophobia
JE SUIS LESBIENNE ALORS LES HOMMES STOP LES DM ET LÂCHER MA VESTE MERCI,none
Est ce que écouter i follow river en boucle c un truc de gouine ou juste de normie ?,none
il est parti sur Google tapper Messi et Ronaldo torse nu puis faire un tweet en parlant de ça GROS PD https://t.co/ztatttxoG1,homophobia
En plus le pire c’est qu’avec l’immeuble et ses isolation de pd je peux pas faire de bruits donc la sortir ou la ki… https://t.co/kNZBFLQur0,homophobia
ah ouais d’ailleurs mon grand père m’a dit que j’avais la geule d’un gars des années 70 un pd quoi,homophobia
"Nouveau bon plan 🔥 
PD-Party- Décoration Suspendue, 7023202, Golden/e
7.66€ au lieu de 18.99€ 🤑 
https://t.co/Zepp6rkU7B",none
@sillysimbaa sah jsp j’ai vu une lesbienne dire ça dans mes pour toi,none
un mec ma pris la tête sur mon live tiktok pck « en ukraine ils ont pas le temps de pensé à leur sexualité » car je… https://t.co/R8pVxmavno,homophobia
Salut les pd je vais mettre ça bientôt sur mon insta https://t.co/6ZfLlSdVVp,homophobia
"Écrivez lui un simple mail où vous lui faites un petit recap de ce qui c’est dit pd le rdv. 

Mon client était choq… https://t.co/yhEmJiRyWR",none
Ta fait lcon p’tit pd https://t.co/ootWIGTuXF,homophobia
"@souslaveste mdrrrrr c naz d vrai, ça fait lesbienne gwada",homophobia
"Nouveau bon plan 🔥 
PD-Party- Décoration Suspendue, 7024205, Rose(w)
7.68€ au lieu de 18.99€ 🤑 
https://t.co/iaW84wHQdc",none
@achizilla pq q n eh gouine,homophobia
@illvnz sauf que personne t’a demander ton avis et tu verrais un imam ou un savant dire « pd » et « pomper »,homophobia
"moi à 28 ans, probablement lesbienne, qui a été en couple qu'UNE seule fois de sa vie...avec un mec https://t.co/9cB1OOD7Gi",none
@g0d6zilla @lolcnul @_DonCarletto @tgy_Ab Y'a pas ta daronne sur la discu ça sert à rien de dire bon toutou petit pd.,homophobia
"@central_sage @heritierwata29 Je comprends pourquoi il y a un bébé dans ton profil , tu n’es pas intelligent, gros… https://t.co/Sx2zkC8Irb",homophobia
@arobazzZzz jdeviens lesbienne pour toi,none
C'est les pd on voit https://t.co/Yh6LPYmUBF,homophobia
"@plouplou_c T'sais le gros fdp qui me répond la, il doit être con ptn je te jure vraiment 0 QI se gros pd",homophobia
J’ai vu trop de pd aujourd’hui j’en ai mare https://t.co/OVaxTz4kUD,homophobia
"hétéro
bi
lesbienne 
bi
lesbienne
bi
lesbienne
bi 
bon bref jai jms questionné si j'aimais les femmes mais plutôt s… https://t.co/MoZsCgXzMu",none
#rclens bande de pd https://t.co/3CZL4hu5JR,homophobia
@g0d6zilla @_DonCarletto @tgy_Ab Avec un grand E ? C'est un nom propre ? T'es vraiment un débile fini. Mais c'est c… https://t.co/vtQoovhAaW,homophobia
"@simon2021_ Bro j’ai vraiment fait 
Hetero 
Bi 
Pan 
Lesbienne 
Bi 
Pan 
C’est chaotique",none
@RedTheBot_ Jte bz pti pd,homophobia
@greff_pd poise!!,homophobia
J’en connais une ici elle s’avoue pas être lesbienne,homophobia
@Gab_vrd @LucRO_OWL @sniv_snape Jure être pd ça donne des coups spéciaux  ??? Belek jderape,homophobia
@tlemceni_fort j’ai dis live tu dis pd,homophobia
@aybse74 Donc toi un pd c masterclass,homophobia
"@Lumi_lechictype @LucRO_OWL @sniv_snape C’est comme la pride on sait quand et où on doit se retrouver, réflexe de P… https://t.co/YVvwP0qtOV",homophobia
@Madaame_B @akmZeheeef @AnisTdz @Sarrou_M @chaym691 C’pas le pire tsais le pede,homophobia
"- N’est pas dérangé que je sois un rat et que je ne paye pas ses menus
- Agis comme une lesbienne aestethic style c… https://t.co/sbrL7c3ELI",homophobia
"""je suis pas un pd"" il était trop fière 🤣 https://t.co/07EI8ZKhYd",homophobia
@SrzEnzo @lfsauce @_BeFootball Nan mais PD c'est pascal dupraz hein,homophobia
@sklnciano tahu quand jtappl réponds sale pd,homophobia
@karmaboy363 @loune_20 @allocutionn Mais sérieux tu balances que la communauté lgbt c'est des animaux et tu veux pa… https://t.co/iq6TT9HVFA,none
@_BeFootball Toujours dans l'abus ce PD,homophobia
@hilal_hmc @77chicharito_ @user_soukkz @jvbsVA91 @Elrawwtn oula supprime chui pas pd,homophobia
"@uebrisadassa e vou, pd ✍🏾",homophobia
A tout moment c'est une giga lesbienne c'est ça qu'est drôle,homophobia
"@jpbriva @FauconAlpin Et oui ma chère brigitte, on découvre sur le tard que la bienveillance, après une déception,… https://t.co/8KvvsGGe1q",none
Le flow de lesbienne https://t.co/ZA7NRNYpTg,none
la nouvelle go à kehlani pitié?? comment tu trouves une blasian (sachant qu’il y en a 5 dans le monde)mais en plus… https://t.co/Dgnez6Tkga,none
@lnstantFoot Une lesbienne de la Ciotat,none
@mayanna_dp @hilalRMA @RedTheBot_ Envoie le insta de la lesbienne c’est pour un pote,homophobia
@_koolkaat_ @RedTheBot_ et après ça me taille quand je dis que t’es lesbienne,homophobia
pcq bon les émissions produites par des straights pour des straights … après ça vient casser des gueules au pd pcq… https://t.co/MH1eAeFoFr,homophobia
@angeleyeskiss Il sappele pd pas toi,homophobia
@angeleyeskiss Le chat de ma pote ! Pd,homophobia
Si on l’écoute dans ce cas là on est toute lesbienne StarfAllah faut vraiment aller se faire soigner https://t.co/PL1T6ksznQ,homophobia
@theolinhooo Zehma il a la haine car son ex est devenu lesbienne,homophobia
jurez kinsey dans locke &amp; key elle est pas lesbienne??? arrêtez votre baratin,none
@DembeleDjakar13 Troooo 😹😹. Vraiment il aiment pas les pd,homophobia
@sauleimann Viens voc pd,homophobia
@Minsey4L @Bramsi141 mon tweet il a attirer tous les pd de twitter arrêter de me clc,homophobia
Le mort du pd dans hotd contre Criston cole en plein mariage + criston qui se casse sous un arbre sans subir aucune… https://t.co/MDpIHxvQ7f,homophobia
@Gms93_ Un coup c’est un homme un coup elle est hétérosexuel un coup elle est lesbienne on est fatigwé,homophobia
@6goatinho C’est sûr pour y trouver des pd qui manifeste a poil oui,homophobia
@LeTakamari masculin toxique et on se demande pourquoi on est tanner du LGBT de merde.... j ai aucun problème jouer… https://t.co/OaiDDCz1iK,homophobia
@leeikjuniverse Raine PD,homophobia
En dirait 1 lesbienne https://t.co/efrjqJGwrN,homophobia
PD Santé PQ https://t.co/wDklQUTpeB,homophobia
@freesm_mp3 mais vrm enft je sais que je suis attirée par les filles ca c une certitude mais d périodes ya com un p… https://t.co/ffCoZC8P0w,homophobia
@materasuu @LilouMt Je préfère largement hxH après c’est un avis perso pd,homophobia
@lostnoh @k2hd3 Mm moi jdeviens lesbienne pour elle,none
qd une meuf dit qu'elle déteste les hommes et qu'il faut deviner si elle est lesbienne ou juste très sélective !!,none
reine beidou lesbienne je pense elle m’ira mieux que ningguang https://t.co/YyZdNZY0K8,none
@mlnina0_ C’est une meuf dans un space qui a dit qu’un homme qui pouce une poucette c’est un pd,homophobia
"Mon dieu la maj des nombres de vues !! 🫣😱

J'observe, en tous cas, que lorsque je parle de ma vie de lesbienne cata… https://t.co/wv22S8lHKE",none
@mugi6o meuf c pareil je pense être lesbienne c’est genre ????????,none
Sur ce bonne soirée je retiens de cette journée que je suis un pd si je pousse une poucette !,homophobia
@LaRapta69 @ils6922 @Mohamed3169001 @bouffe_t_morts @MadCapitaliste @saweetiejr @EinZoll Dernier commentaire après… https://t.co/so8W0G4EOo,none
@cpastibo @Mattotf1 csc venant d'un pd,homophobia
t’es là tu fais un drag show sans inviter ne serait-ce qu’une lesbienne ou un homosexuel nan faut aller se faire fo… https://t.co/q3mHMeOFUg,homophobia
@nomorebadvibes @salman_quand @Youridefou Viole ton père sale pd,homophobia
Le mec ressemble à une lesbienne https://t.co/PpHH9u2yhl,homophobia
@Nuevetres__ On dirait pd 😂,homophobia
@YumeSohma @gab_pvv MAIS PAR CE QUE JE SUIS LESBIENNE MON FRÈRE,homophobia
@MrMheu Moi je suis gros pd,homophobia
Les voitures Tesla c’est pour les pd,homophobia
@_BeFootball C'est vraiment un discours de PD ça !,homophobia
Gnt...19 e 15 pd?,homophobia
@stonneuse_ @CestEncoreJason @Youridefou Apprend à fermer ton cul sale pd,homophobia
@eclipseprv @alexou_grg toi encore plus pd,homophobia
@khayyiin quand tu veux t beau et tu ressemble pas à un pd c beau à voir ❤️,homophobia
"Donc d'apres mes cadeaux de noel je suis un pédé qui fais des confitures, en lissant des bédé anticapitaliste et qu… https://t.co/IoK2oomSDZ",homophobia
la go de mon kdrama est trop belle?????????? elle mérite d’être lesbienne est pas hetero putain pourquoi,none
@datesLGBT C'est vrai... Le top pour la boutin c'est un gay qui épouse une lesbienne... 2 âmes de sauvées. Par cont… https://t.co/iFAkImut0U,homophobia
@rayaneeeqlf @eser_mks @tktpas92_ @18ntss je m’en fou que t’aimes pas ma pp pd + si,homophobia
Camille grosse lesbienne (bon elle doit être bi jcrois mais jmen fous tant qu'elle est saphique),homophobia
Sois c est la guedro sois c est des pd https://t.co/s4ihfnzkhF,homophobia
"@c4llixt3 suce ma queu toi, elle est lesbienne bfn",homophobia
@ElNinoN10 Foudroie tes jeux vidéos de chinois de pd,homophobia
@yo__id L'homophobie des arabo musulmans ? Tu parles de leur pratique loyale de l'islam du fait qu'ils ne cherchent… https://t.co/gJF5SCu8oX,homophobia
@k2hd3 @_san_zz Je pense je deviens lesbienne pour elle,none
@eclipseprv @LakkFafa Ahahahahhahaha mais wsh qui a dit ça mdrrrrrr bah toi t pd et t souvent mal (lien),homophobia
@hilalRMA @RedTheBot_ 🤣 sauf que la lesbienne cherche à savoir qui a dit à l’homophobe qu’elle était lesbienne… bref trop compliqué 🤣,homophobia
@BishowReworked Pk tu fais l’antiraciste sale pd,homophobia
@alexou_grg @LakkFafa ouais réel être mal c pour les pd,homophobia
@hilalRMA @RedTheBot_ En gros on a une pote homophobe  et une autre lesbienne et de base les deux elles sont gv pot… https://t.co/1h3eBKimdh,homophobia
@yeahmaisno D'ailleurs extincta update : mon perso pref s'est avérée lesbienne !!! Les lesbiennes sont incroyables,none
@WifroxY @Norieoe @CerfiaFoot Chouine sale pd j’suis gardien en régional ton lorris jle bois,homophobia
@Mkbrandd cest parce que la suite de l'épisode infection cest un cross over avec d'autre serie  Chicago med  et Chi… https://t.co/49ofzilkCR,none
@abdelsrl bah ils sont pd normaux dcp,homophobia
@aigriedouce_ t’es vraiment une lesbienne,none
Pour moi un bonhomme si tu te déplace jusqu’au guintanakhar la mousso tu doit lui faire un boulot sinon t’es pd t’a… https://t.co/R6d50argTf,homophobia
@ta_lesbienne Ils seront choquer comme ça https://t.co/jn0WemscYE,none
@Konradinho_10 @RedTheBot_ Non mais elle elle est gouine,homophobia
"@ActuFoot_ En 101 matchs, 31 PD 🤣🤣🤣🤣🤣 quand-même, quel égoïsme !!!",none
Toute ma tl lesbienne qui bave sur le challenge tik tok des daronnes mdrrrr https://t.co/XEJPdjjpfw,none
@rayaneeeqlf @18ntss @tktpas92_ j’ai déjà pris ma douche pd,homophobia
@space__cowgirI SA MÈRE EST LESBIENNE 7GYYGGYYV,homophobia
@VarianLogosh2 @simmaroc1mima @wlsp31 @sossaen4anneau @Inoxtag Mdrrr les deux gros pd 🤣,homophobia
@Paul26Prono Les chiens ils lui ont retirés une PD,homophobia
@RedTheBot_ @de_sesame Sale fils de pute je suis pas pd,homophobia
Ew -&gt; les FEMMES omg -&gt; je suis bi haha tqt j'aime quand même les hommes -&gt; jk lesbienne lol https://t.co/BIe5vEwirT,homophobia
être en public ça m’a lowkey propulsé dans la sphère lesbienne de twi je respire mieux,none
@magrebance @rayaneeeqlf il t’as insulté ce ptit pd,homophobia
Ptdrrr mon pote il s'est fait tej de sa relation par une lesbienne je peux le souhaiter bonne gayrison,homophobia
"Chaque jour qui passe me rappelle à quel point j'adore être lesbienne
Merci la vie🙏🙏",none
@Sdk99199 Ce pd il aime trop rater des lancers,homophobia
Mdrr mais il est pd ? https://t.co/kATpIwPXUd,homophobia
lesbienne 😔,none
"@pemdamour perso hetero
bi
lesbienne
mec trans ??
bi
lesbienne",none
@JMiich7 @Polak7518 Jean Michael tu veux pas aller te faire foutre dans ton pâtisserie à Marseille pd,homophobia
Y’a trop de pd en France je suis mort https://t.co/rFxPueawy4,homophobia
Md les hétéros aujourd'hui ils font semblant d être ouverts alors qu'en vrai ils font juste ce qu'ils ont refoulé p… https://t.co/auzE94QQ12,homophobia
"oh puis si vous êtes pas lesbienne peut-être arrêtez de dire que des hommes sont des lesbians protectors, c'est une… https://t.co/0Z1NaG1MIv",none
"@soleyanfei Oui troooop, il lui ont même pris des petits cadeaux c’est mims, j’ai fait un coming out à ma mère en d… https://t.co/qq6ijUziXO",none
@Markkoth1 c toi le pd,homophobia
Marine le pen dit à @HyppoNoe j'aime les pd,homophobia
@eddyto77 @ElBabou08 viens ici ptit pd.,homophobia
il a ramené tout ses copains pour réagir à mes tweets pcq c’est un pd mddrrrr https://t.co/Sc1Iz2bDck,homophobia
@broly_210 Ptn melkus wsh y'avais mon cousin a coter il va sdire jsuis pd mtn 😂😂😂😂,homophobia
"bi
omni
sapphique
lesbienne
💋 https://t.co/31V0ysoHnI",none
"@vincisnm ""gouine e voyeur"" https://t.co/SMBF4MgI62",homophobia
shadow non binaire soit gay  avec sonic soit lesbienne avec amy comme vs voulez,homophobia
@8mort_6blesses  voilà un thread qui prouve que je suis pas lesbienne. Je fais aucun de ses trucs qu’elle a cité. M… https://t.co/Uq6F4GUPF8,none
"la dernière me fait juste rire pour la couronne lesbienne en monster de arsène, jsuis officiellement couronnée",homophobia
@Leila__craft Je ne vois pas en quoi une femme bi ou lesbienne vivrai moins les conséquences du patriarcat qu'une femme hétéro ?,none
@sltcsiphon c’est les pd qui ont twitter en blanc,homophobia
@_koolkaat_ @Elies13700 @snipperman__ nan toi t’es lesbienne c’est différent,homophobia
Ils a parler comme une racli ce pd https://t.co/5eSXHa0O67,homophobia
"#LGBTQIAXmas
Trans, handi, PD https://t.co/inaYJkkkwI",homophobia
"hetero 
bi
lesbienne
bi
hetero dans l'autre sens
bi
gay https://t.co/MiTUBaw2Bh",none
"-j'y pensais pas du tout
-hetero, mais de gros bi warning dans mes https://t.co/st9Pa5QyDX crushs fictifs lol
-bi i… https://t.co/vAR1xRUYfS",homophobia
@PaulBaudoin12 Pd? Mdrrr tu m'appelle ma poule mais c'est moi le gay tranquillo coño je jure si j'veux pcq je sais que jte bz,homophobia
"-hetero 
-bi
-bi mais ace pour les hommes 
-t'es juste lesbienne ma grande https://t.co/Bv2c0ayXfd",none
@kassiekassoulet Jsuis lesbienne as in les meufs sont les plus belles mais les sexualiser me répulse 🥴🥴,none
qu’est ce qu’il est vilain ce timothee tout ça pour ça ma foi dieu merci je suis lesbienne,none
Mais pk camille dans Emily in Paris  elle est pas lesbienne wsh,none
Mathis il a vraiment un t-shirt de pd je peux pas le prendre au sérieux quand il me parle qui lui a acheté ça,homophobia
"@LandrePellissi1 @EncoreBouly @ASUS_BK_ROG @Orel_san ""Salut femme magnifique ( surnom de ta mère car on a une relat… https://t.co/LkdeUv8K5Z",homophobia
@Jrblf @Mordu2FUT hihi ? t’es pd ?,homophobia
@ousmaneee13 C’est archi bien t un ouf toi pd,homophobia
@evabenks02 Je veux rien du tout pd c juste très.drole,homophobia
Belle semaine pr être lesbienne https://t.co/W2qmHU2tT1,none
bravo les lesbienne,none
Sale fils de pute faudra avoir la même énergie de venir nous le dire en face aussi pd va. https://t.co/4iMAvc2JYe,homophobia
"@RiotSupportFR sage et reyna de mon équipe trouvent styler d'insulter les mates pour aucune raison de grosse merde,… https://t.co/RwMlKNthkR",homophobia
t’es lesbienne ? https://t.co/gB8f9WGGVx,none
"fiction wattpad avec mon mec :

— ah beurk sale pd passe ton goûter 
— c'est toi le sale pd 
— ah ouais 

🧍🏻 
  🧍🏻… https://t.co/W4Szjnm9f8",homophobia
"@yamazox_ Tu t’énerves tout seul ma poule, aucunement le besoin de jurer sur le coran pd",homophobia
"Câble USB-C Lightning pour iPhone Charge rapide PD 20W 

--&gt;   👍  Livraison Gratuite
--&gt;   🛒 https://t.co/I8UrndHXb2 https://t.co/R7QzsSP3kK",none
@hhellokittyz Oh le fdp comment ça pd je vais t enculer batar @LaRapta69 organise nous un octogone comme ca je parle bien avec lui,homophobia
@evanescensss oui jtaurai voler ton goûter pd,homophobia
@hxneysleepy Ann mais du coup elle serait trans et lesbienne ?,homophobia
@Davitna46_30 Il s’affiche ce pd,homophobia
@Zeynyth Bah non je suis pd 💅,homophobia
Son affaire de « je ne suis pas un pd » 😭😭😭 https://t.co/90sO9oD6RF,homophobia
@TheCrazyJoker7 @martinuuuuuuus Pas de l’alcool de pd ça mdrrrrrr,homophobia
@LeaTrt Deviens lesbienne alors car on n'en veut pas de cette poubelle..,none
#karamoko #pédé mdrrr ivoirien tropp pure 😂👌 https://t.co/yynSNo11HZ,homophobia
"@Tof_Beaugrand @TrueEarthnow Franchement, je suis vraiment étonnamment surpris. 
Je vous ""découvre"" sur ce fil… https://t.co/wkEh2vUt8C",homophobia
Très honorée d'annoncer que j'ai finalement atteint le rôle de la cousine lesbienne et artiste qui revient tous les… https://t.co/wM8dAFts6U,none
"SPOIL Alice in Borderland

-
-
-
-

dans le dernière épisode c'est grave flou. Mais je pense que kuina est lesbienn… https://t.co/emFGR7GVkm",none
la deuxième je suis à 🤏🏼 de devenir lesbienne https://t.co/wAWZ5WiAZF,none
@nocapbrotha oui mmdr flemme qu’elle pense que jsuis lesbienne,none
"Toi la soit disante lesbienne qui me drague en DM, petite c’est parce que l’esprit de Dieu est en nous qu’on se méf… https://t.co/UsvdwyTcpY",none
Entrain de parler seule en anglais en mode je suis entrain de m'embrouiller avec quelqu'un (jsp parler anglais cepe… https://t.co/VD35iNxFs1,none
J’ai vu trop de tweet d’homme problématique ajd purée vrmt 2023 me cri d’être lesbienne at this point,none
@rayenrdi2 La première fois j’ai vu les photo avec ca meuf sans contexte j’ai cru c’etait un couple de lesbienne premier devre,none
@Omarmsa44 Non mais là c’est clairement un pd faut arrêter de se mentir,homophobia
@_BeFootball L’intelligence de PD c’est surprenant,homophobia
@PolariURS @Doigtdansdieu @Y10Goat Les pd vous êtes les premiers à demander le respect mais vous êtes incapable d’e… https://t.co/9mXvwGxJcx,homophobia
"mmdr i veut quoi ce gros armenien la on dirai buzz leclair, suce pd https://t.co/wMzwT1ycZ8",homophobia
"Beauté Brutale (Romance lesbienne) (French Edition) RNJAA4B

https://t.co/eRLfALwNAf https://t.co/e5RxYKi1QL",none
je pense foncièrement que kylie Jenner est lesbienne,none
Ma grand-mère j’lui ai dit que j’étais bisexuelle alors qu’elle me traitait de déjà de gouine. Mais JAMAIS je l’ui… https://t.co/gjcFKZm1BY,homophobia
i follow rivers à fond dans les oreilles et tu crois j'suis pas pd,homophobia
Cool j’espère il va prendre une sauce je l’aime pas avec ses manières de pd la https://t.co/VKBr4C4zen,homophobia
@pinkie_froggy t’es trop belle mv mais dsl la 2ème t’as juste des vibes de lesbienne,none
@str4bysme En vrai pour le coup c’est un +(j’suis lesbienne att) mais genre J’suis tellement fan de la licence nier… https://t.co/z7DhWKcyg8,none
@GreatAncientone Et alors là-dessus...moi mon coup de coeur dans ce film c'était le passage de la Symphonie Pastora… https://t.co/NMgxCN7wzk,none
@Apachelazone Moi je dis juste il a une tête tres sepecial si j'étais une meuf je pense pas qu'il m'aurait plus hon… https://t.co/RTwqmmMabh,homophobia
G envie d’le fr mais c pr les pd ça https://t.co/qZJkhlIqbU,homophobia
@ianheas « vrai negro » et il chouine quand une fille lui dit qu’il est pd,homophobia
@Tof_Beaugrand Non tu es PD ???,homophobia
@ianheas Je suis pas pd je t’arrete tt de suite,homophobia
les pd ils sont tjr susceptibles j’ai l’impression https://t.co/XAsBzZHrJW,homophobia
"@LeCatchClub Arrow 
Sons of Anarchy (mayans si t’as déjà vu SoA)
Blacklist 
White collar 
Chicago pd, med et Fire",none
"Pitié feldup qui fait du rock alternatif, porte des chemises à carreaux et a des centres d'intérêts supers spécifiq… https://t.co/fChbpJW3AX",homophobia
@shinojetski Ines c’est la mère du chien 😭 et elle est lesbienne,homophobia
Me dites pas qui est efféminé c’est soit t’es un homme soit t’es un pd,homophobia
Ptn ce genre de pd il me foute les glandes https://t.co/GMDsd2ffDv,homophobia
"Au début votre Thimothée, avec son double menton, j'ai cru que c'était une lesbienne. Regardez son visage, on dirai… https://t.co/7rrsXHjtKm",homophobia
@solennnw @LaZelig un jour on m’a dit que j’étais lesbienne malgré lui,none
Si je croyais être lesbienne à un moment c’est seulement de sa faute https://t.co/WZaPPnew9B,none
@theiliess mais tu vas faire tt les dragon quest la pd?,homophobia
"@viralexhugo2912 @evybirdy Peut-être aussi parce que ça tombe pd les vacances de Noël et que les vacances de ramadan n’existent pas, non?",none
@jpfiok Pédé ! 😭😘,homophobia
Fatigue le mythe de l'hétéro qui devient lesbienne en rencontrant une lesbienne 🙄si elles ont des amies hétéros ell… https://t.co/g3lbxaG2rC,homophobia
@marinixx4 on sen blc vien pd,homophobia
@nesline_ben38 @lprsn9 @ines_bdal @usnumero7 Tu va pas me dire ce que je dois faire la lesbienne,homophobia
"- hétéro 0-14 ans 
-bi confirmée 14-18 
- bi ? lesbienne ? en questionnement j’savais pas trop. 19 ans début 20ans… https://t.co/IQQUegosy4",none
« les mecs qui font des tiktoks c’est des pd » venant d’une fille qui elle même en fait. T’es une pute du coup ?,homophobia
La degaine de lesbienne jsuis mort https://t.co/503OPuPMRp,homophobia
"het
bi
confused
nn bi enft 
je sais pas je veux pas de label  
lesbienne avec du comphet? https://t.co/t05IPsrLia",none
@Zertex__ @YzUa4 @ZetFarYT Ah oui tkt t'as pas racio bref vasi grand tdc c'est Noël tu me fais le bandit sale athée… https://t.co/p8Zz1MHO9Q,homophobia
@Hiranor7 @StrangestMedia Ah non jamais de masque de protection moi c’est pour les pd,homophobia
