Line,created_at,user_id,text,label,label2,to be removed,merged_labels
5171,Sun Dec 18 08:07:22 +0000 2022,"1,08E+18","@Vladilenaa_ Oh tqt j’ai eu, tristesse, pute, massacre",,"hate speech, sexism",yes,"hate speech, sexism"
4460,Sun Dec 18 08:32:08 +0000 2022,"1,08E+18",@UshiFred @Falgor_ @GANanterreLFI @MarxFanAccount Le parallèle que vs faites avec les vss et la misère est particul… https://t.co/K2WZGah4e2,,None,yes,None
3078,Sun Dec 18 09:10:06 +0000 2022,"1,08E+18","RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
3479,Sun Dec 18 08:59:32 +0000 2022,"1,08E+18",@MaxiBernard_ Quel debile mental … il me dégoûte 💀💀👿👿👿👿💉💉💉💉🤮🤮🤮🤮,,"hate speech,  bullying ",yes,"hate speech,  bullying "
3621,Sun Dec 18 08:55:18 +0000 2022,"1,08E+18",C’est devenu un gros tapin d’enculés j’ai trop la rage alors que les fans de poupette sont juste des détraqués ment… https://t.co/qcSa2QHTAX,,"hate speech, sexism",yes,"hate speech, sexism"
3532,Sun Dec 18 08:57:58 +0000 2022,"1,08E+18",@LCI @DariusRochebin Mais lui il croit on est sa pute ou comment ça se passe ?,,"sexism, hate speech ",yes,"sexism, hate speech "
3041,Sun Dec 18 09:11:00 +0000 2022,"1,08E+18",@SimoBou @NBelloula Ferme ta gueule gros fils de pute! C est comme tt ce que vs voulez ça n a zaama aucun rapport p… https://t.co/IBmlw7hUve,,"sexism, bullying ",yes,"sexism, bullying "
3394,Sun Dec 18 09:02:02 +0000 2022,"1,08E+18",tu crois t’as dead ? pauvre conne https://t.co/d1T9Ag7oxo,,"hate,  bullying",yes,"hate,  bullying"
3643,Sun Dec 18 08:54:41 +0000 2022,"1,08E+18","Les feats de #Damso sur les 4 #Bercy:
 Jour 1 : Dinos, Ninho, Laylow
 Jour 2 : Gazo, Kalash Criminel
 Jour 3 : Aya, An… https://t.co/ikghb3lDPh",,none,no,none
4052,Sun Dec 18 08:44:20 +0000 2022,"1,08E+18",Les ordures ! De la graine d'Hitler ces UK! J'espère que Vladimir Poutine leur foutra une bombe pour éliminer ces s… https://t.co/pBaLJmzLBZ,,"racism, hate speech ",yes,"racism, hate speech "
4027,Sun Dec 18 08:44:56 +0000 2022,"1,08E+18",RT @StrorviV3: @ActuFoot_ @lequipe Toujours l’équipe pour faire sortir des polémiques avant des gros matchs,,none ,no,none 
4783,Sun Dec 18 08:20:31 +0000 2022,"1,09E+18",@teddy_wesson @Krieger66362259 Quelle vérité ??!! C'est un gros fake basé sur des rumeurs et sur les dires d'une ca… https://t.co/08cUw7VllQ,,none ,yes ,none 
4974,Sun Dec 18 08:14:37 +0000 2022,"1,09E+18","RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,"sexism, hate speech",yes,"sexism, hate speech"
3220,Sun Dec 18 09:06:31 +0000 2022,"1,09E+18","Les écologistes appellent à se joindre à la manifestation prévue ce dimanche 18 décembre à 14h, place de la Victoir… https://t.co/Zr9wgTtSmc",,none ,no,none 
4080,Sun Dec 18 08:43:27 +0000 2022,"1,09E+18","RT @FDEVPimsCovid: @SellamiSabrina1 Après les embrassades, les gros câlins ,les mains serrées du président durant son voyage au Qatar, il v…",,none ,no,none 
3402,Sun Dec 18 09:01:49 +0000 2022,"1,09E+18","RT @1repas1euro: Dans quelques semaines je vais vous dévoiler le plus gros projet de 1repas1euro depuis sa création, bien plus gros qu'un l…",,none ,no,none 
3541,Sun Dec 18 08:57:43 +0000 2022,"1,09E+18","@SalamecheFC C'est totalement débile quand en plus t'es contre une équipe d'Amérique du Sud, combien de leurs joueu… https://t.co/4TOFykGxJE",,"Racism, harassment, hate speech ",yes ,"Racism, harassment, hate speech "
3059,Sun Dec 18 09:10:42 +0000 2022,"1,09E+18",@patoudel @MissKat44678269 @Michael40526013 @LoetitiaH @ElyB02095768 1 perzonne lance une fake en lachant une video… https://t.co/PtVWWMg3tv,,bullying ,,bullying 
4184,Sun Dec 18 08:40:10 +0000 2022,"1,09E+18","@TalkMyFootball Je crois sincèrement que je n’ai jamais vu un aussi gros 50/50 dans un match de football, c’est tellement indécis…",,none ,no,none 
4445,Sun Dec 18 08:32:38 +0000 2022,"1,09E+18","hier jss allées en frippes, j’ai recup un gros sac pour 6 balles et y’a des robes incrrr dans le lot
 c’est le meill… https://t.co/utud8aOuuW",,none ,no,none 
4368,Sun Dec 18 08:34:44 +0000 2022,"1,09E+18",jfhehsusnev ce fils de pute a sorti le projet de l’année en 2021 et 2022 https://t.co/TJQ4ZwrWM8,,"bullying, hate speech ",yes,"bullying, hate speech "
3587,Sun Dec 18 08:56:23 +0000 2022,"1,09E+18","RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,hate speech ,yes,hate speech 
4172,Sun Dec 18 08:40:39 +0000 2022,"1,42E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
4078,Sun Dec 18 08:43:30 +0000 2022,"1,10E+18","RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none ,no,none 
4661,Sun Dec 18 08:25:04 +0000 2022,"1,10E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,"hate speech,  Racism, bullying ",yes,"hate speech,  Racism, bullying "
3679,Sun Dec 18 08:54:00 +0000 2022,"1,10E+18","RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,"bullying, hate speech, sexism ",yes,"bullying, hate speech, sexism "
3477,Sun Dec 18 08:59:42 +0000 2022,"1,10E+18",Si j'y pense et le temps faudrait que je fasse un thread de tous les gros moments de cette année car même la on ne… https://t.co/y6hrbyNRRw,,none ,no,none 
5043,Sun Dec 18 08:12:00 +0000 2022,"1,10E+18","@bougritos2b @MarieCPalot Salut mon frère 👋
 
 Je suis super débile aussi 🤣 https://t.co/rBSeaWUEsB",,none ,no,none 
4033,Sun Dec 18 08:44:46 +0000 2022,"1,10E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,"hate speech,  Racism, bullying ",yes,"hate speech,  Racism, bullying "
4343,Sun Dec 18 08:35:41 +0000 2022,"1,10E+18","RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none ,no,none 
3119,Sun Dec 18 09:09:09 +0000 2022,"1,10E+18",RT @lbrahxm: J’ai mal formulé mon tweet mais en gros ces caricatures de merde devrais être interdite psk elles portent atteinte à une commu…,,none ,no,none 
4150,Sun Dec 18 08:41:14 +0000 2022,"1,10E+18",RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none ,no,none 
4127,Sun Dec 18 08:41:49 +0000 2022,"1,10E+18","@DalsteinGilles @ericvidalenc En plus sa utilise vieille technique d’harcèlement sur tweeter 
 T’es juste un troll h… https://t.co/7lzshqvzQe",,none ,no,none 
3100,Sun Dec 18 09:09:28 +0000 2022,"1,10E+18",Faut que je prenne la route. Mon doudou me manque déjà 🥹 quand il fait froid comme ça ici je peux mourir pourtant j… https://t.co/XBOC2SCbnH,,none ,no,none 
5158,Sun Dec 18 08:07:45 +0000 2022,"1,10E+18","RT @KENPACHI_1070: Cristiano Ronaldo: Ne fais aucun tatouage afin de donner son sang au minimum 2 fois par semaine.
 
 Il fait des gros dons…",,none ,no,none 
5214,Sun Dec 18 08:05:36 +0000 2022,"1,11E+18",RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit être un bon renoi,,none ,no,none 
4199,Sun Dec 18 08:39:39 +0000 2022,"1,11E+18","RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",,"hate speech, Racism ",yes,"hate speech, Racism "
3461,Sun Dec 18 09:00:02 +0000 2022,"1,11E+18","@Hoos91 @LauLauRette2432 @l_extracteur Eh non gros débile, j'étais pas vacciné avant l'obligation tu sais pourquoi?… https://t.co/nJoBkALvOS",,none ,no ,none 
3474,Sun Dec 18 08:59:47 +0000 2022,"1,11E+18",Eh les amis ça va ? Moi oui ahah ^^ demain je vais au pays du matin calme en gros 😁😁😁,,none,no,none
4694,Sun Dec 18 08:23:45 +0000 2022,"1,11E+18","Bon, aujourd'hui j'aimerais bien boucler les derniers détails (plus ou moins gros) pour les lives écriture. Puis éc… https://t.co/ycb1cNyFbH",,none ,no,none 
5215,Sun Dec 18 08:05:36 +0000 2022,"1,11E+18","RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none ,no,none 
4876,Sun Dec 18 08:17:50 +0000 2022,"1,11E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,"hate speech,  Racism, bullying ",yes,"hate speech,  Racism, bullying "
4287,Sun Dec 18 08:37:22 +0000 2022,"1,42E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
3615,Sun Dec 18 08:55:30 +0000 2022,"1,11E+18",@ActuFoot_ @RMCsport quel débile mais putain et c’est ça notre ballon d’or ç,,none ,no,none 
4997,Sun Dec 18 08:13:51 +0000 2022,"1,11E+18","mais j'étais un gros weeb dmmdmrrr ça me fume, je me dégoûte comment ça je faisais des ship https://t.co/R3rlFiFBua",,none ,no,none 
4100,Sun Dec 18 08:42:41 +0000 2022,"1,11E+18",RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none ,no,none 
4467,Sun Dec 18 08:31:48 +0000 2022,"1,11E+18","RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,no,none
5124,Sun Dec 18 08:09:00 +0000 2022,"1,11E+18",@ilnariencompris 09:09 Dimanche 18.12.2002 4ème dimanche de l'Avent (adventus en latin = arrivée) La messe est à 10… https://t.co/UTgnfxp9Mm,,none,no,none
4496,Sun Dec 18 08:30:46 +0000 2022,"1,12E+18",@SKamaliy @Sardoche_Lol Wouahhhhh gros nan nan la France va gagner c’est tout Messi bah c’est ciao,,none ,no,none 
4370,Sun Dec 18 08:34:43 +0000 2022,"1,12E+18","RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔…",,sexism ,yes,sexism 
3201,Sun Dec 18 09:06:56 +0000 2022,"1,12E+18",RT @Mendoz___: Marvyn et sa rebeu aux yeux verts,None,None,no,None
3324,Sun Dec 18 09:03:31 +0000 2022,"1,12E+18","@jalil_fksss En gros c’est comme une soirée avec seulement des musiques chrétiennes, à l’église on en fait également",,none ,no,none 
3183,Sun Dec 18 09:07:23 +0000 2022,"1,12E+18","RT @Mamounette55555: @CreoffM @maman_desenfant En France, on ne revient pas sur une decision de Justice. 
 Mais, c'est aussi l'ASE qui veut…",,none ,no,none 
5163,Sun Dec 18 08:07:36 +0000 2022,"1,12E+18","RT @kisscoo65376227: Il y a vraiment de gros problèmes d’attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen…",,none ,no,none 
3620,Sun Dec 18 08:55:19 +0000 2022,"1,12E+18",RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,,none ,no,none 
3619,Sun Dec 18 08:55:23 +0000 2022,"1,12E+18",RT @couchloukoum__: Au delà du harcèlement moral à longueur de la journée il y a vraiment eu de la violence physique à plusieurs reprises,,none ,no,none 
3229,Sun Dec 18 09:06:22 +0000 2022,"1,12E+18","RT @Missakino2: On dirait elles ont que 3 causes a défendre chaque année: l’harcèlement, l’écologie, la mal traitance animale",,none ,no,none 
4495,Sun Dec 18 08:30:48 +0000 2022,"1,12E+18","RT @plasmatics77: @Francois_Ruffin Avec 7,26 % du capital (sans doute plus en octobre 2022), soit plus de 190 millions d'actions, les salar…",,none ,no,none 
4023,Sun Dec 18 08:45:02 +0000 2022,"1,12E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,"bullying, hate speech, Racism ",yes,"bullying, hate speech, Racism "
3198,Sun Dec 18 09:07:05 +0000 2022,"1,12E+18","Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l’espère vous pl… https://t.co/mX3aCnMnxv",,none ,no,none 
3345,Sun Dec 18 09:03:12 +0000 2022,"1,12E+18",@Afrav1 @veroniquegenest bienvenue sur tweeter et merci à mes gros doigts.,,sexism ,yes ,sexism 
3986,Sun Dec 18 08:46:07 +0000 2022,"1,12E+18","@_1995sv @Kohatome @madamebretzel Norme de sécurité pas respecté, si y'a des situations de harcèlement etc que tu p… https://t.co/YTDPjw95a3",,none ,no,none 
5085,Sun Dec 18 08:10:16 +0000 2022,"1,43E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
4179,Sun Dec 18 08:40:30 +0000 2022,"1,13E+18",@french_malu @QuentinOwona007 Toutes ont le vagin mais pas les gros seins.,,"sexism, Racism ",yes ,"sexism, Racism "
3027,Sun Dec 18 09:11:22 +0000 2022,"1,13E+18","Oui oui du harcèlement sexiste et aucun respect pour ""la femme"", des propos inadmissibles en voulant la voir se fai… https://t.co/pIpcBDZa2l",,none ,no,none 
4693,Sun Dec 18 08:23:46 +0000 2022,"1,13E+18",@louis_delvallee gros j’ai tellement de vidéos dans mon bigo,,none ,no,none 
3009,Sun Dec 18 09:12:02 +0000 2022,"1,13E+18","A #Calais, le harcèlement des exilé.e.s se poursuit. En un an, plus de 1700 expulsions de lieux de vie et 3267 tent… https://t.co/EI81sYFcZz",,hate speech ,yes,hate speech 
3806,Sun Dec 18 08:50:36 +0000 2022,"1,13E+18","@MarieLaureGB Quand toi tu feras un cour qui réunira 40 millions de spectateurs, peut-être que Coca cola et autres… https://t.co/41FqpzChuj",,none ,no,none 
4849,Sun Dec 18 08:18:28 +0000 2022,"1,13E+18","RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,none,no,none
4267,Sun Dec 18 08:37:55 +0000 2022,"1,13E+18",RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme,,none,no,none
4111,Sun Dec 18 08:42:23 +0000 2022,"1,13E+18",RT @Hazardeux_: Jsuis mort elle a gagné un voyage en Guadeloupe en gros ça lui a dit retourne dans ton pays,,none,no,none
3439,Sun Dec 18 09:00:42 +0000 2022,"1,13E+18","La fameuse victimisation. Selon eux, en France, il n’y a pas de différence de traitement, de la discrimination comm… https://t.co/X9A8qKixQz",,none,no,none
4398,Sun Dec 18 08:33:50 +0000 2022,"1,14E+18","RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,"racism, hate speech, sexism ",yes,"racism, hate speech, sexism "
4923,Sun Dec 18 08:16:11 +0000 2022,"1,14E+18",@saragbhpv Nn mais en gros ça a fait un an la,,none ,no,none 
5031,Sun Dec 18 08:12:38 +0000 2022,"1,14E+18",@morrayptm @ESoumsoum Gros si tu savais ce qu'il se passait réellement c'est les usa depuis bien bien longtemps et… https://t.co/YKrLo6yP1E,,none ,no,none 
3842,Sun Dec 18 08:49:33 +0000 2022,"1,14E+18","RT @quemendo: [THREAD] Sons Rap Fr 2016 (Liste Non Exhaustive)
 
 Pas les plus gros hits mais juste des sons représentant le paysage rap fr d…",,none ,no,none 
3386,Sun Dec 18 09:02:16 +0000 2022,"1,14E+18","🇫🇷🇦🇷 FINALE #CoupeDuMondeFIFA 
 
 Quoi qu'il arrive une 3ème étoile se posera sur l'une des deux tuniques arborée ce… https://t.co/eI9XnGyjRF",,none ,no,none 
4593,Sun Dec 18 08:27:16 +0000 2022,"1,14E+18","En ce moment je suis à fond à écouter h24 du Nu metal (j’ai personnellement un gros coup de cœur pour Korn, Soad, S… https://t.co/QJ9hnvJHj4",,none ,no,none 
5278,Sun Dec 18 08:03:12 +0000 2022,"1,14E+18","RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",,hate speech ,yes,hate speech 
5230,Sun Dec 18 08:04:51 +0000 2022,"1,14E+18",Par contre vraiment même 4 ans après ce gros chien me traumatisé toujours jviens de me réveiller en sursaut pcq j'a… https://t.co/obHGCBbZNC,,bullying ,yes,bullying 
3092,Sun Dec 18 09:09:37 +0000 2022,"1,14E+18","RT @TrashTalk_fr: Ja Morant, victime de l’expulsion la plus débile de l’année en NBA : parler à un fan, c’est désormais condamné https://t.…",,none,no,none
4213,Sun Dec 18 08:39:16 +0000 2022,"1,14E+18","@Leni_6700 Casser les couilles aux gens ?
 Tu doit être le même type de gars que celui qui s'est fait chopper, une belle merde en gros",,none,no,none
3411,Sun Dec 18 09:01:36 +0000 2022,"1,15E+18",RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
3886,Sun Dec 18 08:48:14 +0000 2022,"1,15E+18",RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
4936,Sun Dec 18 08:15:40 +0000 2022,"1,15E+18",@nolegz21 @dlgarn75 @juliehenches L'immigration est à la fois une énorme richesse pour la France et représente auss… https://t.co/WRSs3ZcDin,,none,no,none
4318,Sun Dec 18 08:36:34 +0000 2022,"1,15E+18","@Marvel_Fit Ça devient très intéressant mais il faut plus s'investir dans le manga pour bien comprendre les enjeux,… https://t.co/t5zUoWgb83",,none,no,none
3030,Sun Dec 18 09:11:19 +0000 2022,"1,15E+18",@ZgaZgaPrivee nn en gros le mec a dis que les joueurs de la france comme la majorité ils sont noirs ou métisses ils… https://t.co/N1V2phLGSY,,none,no,none
4254,Sun Dec 18 08:38:17 +0000 2022,"1,15E+18","RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",,,,
3565,Sun Dec 18 08:57:06 +0000 2022,"1,15E+18",@HilguegueVega Petite pute https://t.co/lWlaMu64AB,,none ,no,none 
5014,Sun Dec 18 08:13:15 +0000 2022,"1,15E+18","@cstpasleH C’est une dinguerie lui, un gros pédophile",,none,no,none
3332,Sun Dec 18 09:03:24 +0000 2022,"1,15E+18",@odrobsed @Enthoven_R Putain y a encore de gros cassos bloqués dans le Covid avec leur poncifs sur Nuremberg 🤣 https://t.co/GUYL1Vznm5,,none,no,none
3184,Sun Dec 18 09:07:22 +0000 2022,"1,15E+18","@AllirdMych @OpensourceSpc Allez y montrez nous, allez vous faire exploiter et bosser dans des conditions de merde,… https://t.co/Ve2u6ROOpr",,none,no,none
3937,Sun Dec 18 08:47:09 +0000 2022,"1,15E+18","RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,no,none
3225,Sun Dec 18 09:06:23 +0000 2022,"1,16E+18",@gh4nia dima maghrib avec le drapeau de l’algerie et dla tunisie keske t conne,,none,no,none
3486,Sun Dec 18 08:59:25 +0000 2022,"1,16E+18",Joense que le pire truc dans la part 6 de jojo c le harcèlement sexuel de anasui pcq sans ca la partie est super,,none,no,none
4808,Sun Dec 18 08:19:53 +0000 2022,"1,43E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
5042,Sun Dec 18 08:12:00 +0000 2022,"1,16E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,yes,none
3908,Sun Dec 18 08:47:46 +0000 2022,"1,16E+18","On va donc assister à l'un des plus gros match de l'histoire du football aujourd'hui
 
 Allez les bleus",,none,no,none
4879,Sun Dec 18 08:17:42 +0000 2022,"1,16E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,yes,none
4739,Sun Dec 18 08:22:30 +0000 2022,"1,16E+18","@unevoiture_ Hier, en faisant du vélo avec #9ans , je lui expliquait « les plus gros/rapides doivent faire attentio… https://t.co/v0Fw6nTaRm",,none ,no,none 
3718,Sun Dec 18 08:52:59 +0000 2022,"1,16E+18","@pizza_caramel Ohhhhh la grande tristesse. Sois heureuse à la Grande Sieste Bidulette.
 Gros Soutine à ta famille",,none,no,none
3510,Sun Dec 18 08:58:31 +0000 2022,"1,16E+18","RT @snkrflo: Peut être miss Réunion elle est débile de fou, elle a ratée le teste de culture G #MissFrance https://t.co/mQuA4r80wz",,none,no,none
3604,Sun Dec 18 08:55:48 +0000 2022,"1,16E+18",@y4n05h CONNASSE,Insult,Insult,yes,Insult
3726,Sun Dec 18 08:52:44 +0000 2022,"1,16E+18",@jmb75012 @danoo77711 J'espère que tu vas mieux ... Gros câlins de chaleur 😘😘,,none,no,none
4193,Sun Dec 18 08:39:51 +0000 2022,"1,16E+18",@Moustachesbycb1 Bonjour. Bon et beau dimanche à toi mon Christophe. Bises mon bô Savoyard😘Bonne journée😘Bon week-e… https://t.co/VMMVnMKJBq,,none,no,none
4992,Sun Dec 18 08:14:06 +0000 2022,"1,16E+18","Si la France perd, je deviendrai alors le plus gros hater de Messi",,hate speech ,yes,hate speech 
3979,Sun Dec 18 08:46:19 +0000 2022,"1,16E+18",Waaa je vais mute le mot Messi j'en ai marre de voir les plus gros suceurs de Messi sur Twitter c'est très grave,,bullying ,yes,bullying 
3996,Sun Dec 18 08:45:47 +0000 2022,"1,16E+18","@MountouTam @_BeFootball Ouais on verra si ta ptite pute de Messi est capable de gagner une coupe du monde, on en reparle ce soir",,hate speech ,yes,hate speech 
5069,Sun Dec 18 08:10:57 +0000 2022,"1,16E+18",RT @AilpheK: En gros le code de la consommation autorise les opérateurs à faire des augmentations sauvages sans accord du consommateur (wha…,,none,no,none
4599,Sun Dec 18 08:27:04 +0000 2022,"1,16E+18","RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,none,yes,none
4243,Sun Dec 18 08:38:30 +0000 2022,"1,16E+18","@DuvTweet_ Bon là c'est vrai y a matière à débattre mais en gros tous les autres ""concurrents "" on fait une saison… https://t.co/bcqfzd3dTT",,nonev,no,nonev
4423,Sun Dec 18 08:33:16 +0000 2022,"1,16E+18","RT @MeCkisayandCo: @Sarah41659531 La chaîne avait supprimé cette interview suite au harcèlement des NFM. 
 Tt comme ils ont harcelé L'Expres…",,none ,no,none 
4594,Sun Dec 18 08:27:14 +0000 2022,"1,16E+18",Vraiment c juste l’éloquence et ça Bh c un gros problème https://t.co/Qzmfalo3Iq,,none ,no,none 
3354,Sun Dec 18 09:03:02 +0000 2022,"1,16E+18","@BFMTV les plus dangereux = les supporters anglais de l'ultra droite = c'est le plus gros danger qui menace la france ! 
 🤣🤣🤣🤣",,none,no,none
3337,Sun Dec 18 09:03:20 +0000 2022,"1,17E+18",@i8every1 Non je pense pas que les projets soit jetable comme tu dis c'est juste qu'à partir du moment où ça peut t… https://t.co/G03MN80tXv,,none,no,none
3496,Sun Dec 18 08:59:11 +0000 2022,"1,17E+18",@lukelucassss7 @nahel_weldik @MontCorvo_Off Lui repond plus ca sert a rien soit il troll soit il est completement d… https://t.co/trZ3XEzuxh,,none ,no,none 
4798,Sun Dec 18 08:20:12 +0000 2022,"1,44E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
3572,Sun Dec 18 08:56:56 +0000 2022,"1,17E+18","RT @Jeffrey0092333: Si je comprends bien, @AQuatennens après avoir subi un lynchage médiatique sans précédent, devrait continuer à ne pas p…",,none,no,none
3922,Sun Dec 18 08:47:29 +0000 2022,"1,17E+18","RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,none,yes,none
3430,Sun Dec 18 09:01:03 +0000 2022,"1,17E+18","RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",Hate speech,Hate speech,yes,Hate speech
5197,Sun Dec 18 08:06:10 +0000 2022,"1,17E+18",RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme,,none,no,none
5037,Sun Dec 18 08:12:18 +0000 2022,"1,17E+18",@BosettyCreateur @mlb_95 @aymdefr tais toi un peu la situation est drôle normal il rigole surtout qu’il dérange per… https://t.co/gPcsdDcyhl,,none,no,none
5275,Sun Dec 18 08:03:18 +0000 2022,"1,17E+18",Tu met une pomme plus à droite et l’autre à gauche et tu coupe comme ça y aura deux petits morceau pour la rousse 1… https://t.co/vIC4FOCiDq,,none,yes,none
5032,Sun Dec 18 08:12:36 +0000 2022,"1,17E+18","C'est marrant les footix qui relaient des vidéos d'Argentins pour souligner que ce sont des gros racistes,sans rele… https://t.co/6rIR14Vw2U",,none,no,none
4913,Sun Dec 18 08:16:29 +0000 2022,"1,44E+18","RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,None,yes,None
3757,Sun Dec 18 08:51:53 +0000 2022,"1,17E+18",https://t.co/dnh4J0uqNq le harcèlement c est l affaire de tous et toutes pour une école de tolérance de confiance e… https://t.co/RlfpNwQ9hG,,none,yes,none
4553,Sun Dec 18 08:28:48 +0000 2022,"1,17E+18",@yannoujr10 J'ai envie de chialer jvien de me réveiller avec un gros mal de gorge jsuis bz pour crier jvai pt les plombs 😓,,none,no,none
3836,Sun Dec 18 08:49:42 +0000 2022,"1,17E+18","...
 Condamné pour harcèlement sur des femmes qui parle. https://t.co/aFxW8cyhZF",,none,no,none
3297,Sun Dec 18 09:04:26 +0000 2022,"1,18E+18",@alx_dtt @gwadadafamilly Ho le gros tas c'est mérité j'espère que ses enfants vont se marier avec des arabes,,none,no,none
3046,Sun Dec 18 09:10:54 +0000 2022,"1,18E+18",RT @sugiramireille: @Hktoday_TV Hahaham comment fait tu pour être aussi débile?😂😂,,none,no,none
3207,Sun Dec 18 09:06:53 +0000 2022,"1,18E+18",RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,no,none
3560,Sun Dec 18 08:57:12 +0000 2022,"1,18E+18",Je crois que j’ai fait une overdose de gros sourcil j regarde mes anciens sourcils et ils me manque mais c’est trop dur d’arrêter,,none,no,none
3052,Sun Dec 18 09:10:46 +0000 2022,"1,18E+18",@TwittosVaniteux @Guillermonizuka En gros Miura défendrait la « pedophilie » même si je pense que c’est plutôt les lolicons,,none ,yes,none 
5256,Sun Dec 18 08:04:05 +0000 2022,"1,18E+18",@letheoricien228 Non faut des humains adaptés c'est pas normal d'être gros comme ça,,none,no,none
