ID,Text,Label
4256,"@felhagehistoire @Taigasangare @JTram_ Ce n'est PAS une question de pincement au cÅ“ur, enfin ! C'est une question d €¦ https://t.co/NG0uwR4ec8",None
4257,"RT @fedoriphore: à€ l'approche de Noël et pour clore 2022, dans un soucis d'apaisement je viens de débloquer un gros paquet de comptes de g €¦",None
4258,@Dauvers70 @Danone_Yaourt Il y a quand màªme un gros problème d'hygiène avec ce vrac. Et personne n'essaie de le résoudre.,None
4259,@jmaphatie @AQuatennens @FranceInsoumise Signalé pour harcèlement !,None
4260,@Raslebo75750522 @jmaphatie @AQuatennens @FranceInsoumise A chaque fois je le signale pour harcèlement !,None
4261,"RT @Haut_Rhinois: Voilà  pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte €¦",None
4262,"Samsung ils sont trop mignons. Ils font une pub pour le z flip 4 à  la télé, mais ils sont màªme pas capables de suiv €¦ https://t.co/Rj4kSkf54h",None
4263,"RT @EELVPB: MANIFESTATION A BAYONNE, LE 17 DECEMBRE A 11H POUR LA REGULARISATION DES SANS-PAPIERS ET POUR L'EGALITE DES DROITS.
 En réponse €¦",None
4264,"RT @EelvGironde: Les écologistes appellent à  se joindre à  la manifestation prévue ce dimanche 18 décembre à  14h, place de la Victoire pour €¦",None
4265,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4266,"RT @FerrariF1FRA: ðŸ”´ THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les cà´tés et la partie arrière.
 - €¦",None
4267,"@hex4647 @Venivedivici16 @msmontfort Oh le joli amalgame migrant/prison
 Très bien placé JV",None
4268,"RT @AmnestyLux: La Journée internationale des migrant ·e ·s, c'est aujourd'hui ðŸ‘‰ nous vous invitons à  en apprendre plus sur ce dossier, en li €¦",None
4269,"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",Hate_Speech
4270,@KARLOLIVE Traduction : on aménage des logements pour migrant,None
4271,"ðŸ”´L'homme aux plus gros testicules du monde, se les est fait enlever https://t.co/hQYZW3Q5KG",None
4272,RT @FFLose: à‡a parle de Varane et Konaté malades mais le vrai gros risque c'est que la chatte à  DD choppe le fameux virus. Tant qu'elle ser €¦,None
4273,"RT @eric_gernez: Opinion : Interdiction de l'utilisation du mot nègre
 ""avec l'interdiction du mot nègre, une culture est blanchie à  la chau €¦",Racism
4274,@MathieuSlama Non on assiste d'abord à  la violence croissante de #Migrant et #musulmans dissimulée par vos amis de €¦ https://t.co/XmRZNl7D9g,None
4275,@ralifromparis @tvlofficiel C'est surtout choquant de mettre des migrant là -bas alors que des sdf français n'ont pas d'hébergement €¦,None
4276,@Trouillet_ J'aurais voulu qu'il mette son gros fiak aussi,None
4277,"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",None
4278,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4279,@silkcoleman1 @lasource75006 T'es complément debile toi heureusement que toute la France n'est pas comme toi,Hate_Speech
4280,@plaisirdouble3 Coucou très belle gros bisous  ¤ï¸,None
4281,@sof_l4 @flo_thm Euh .. tu vis dans quel monde espèce de sombre connasse ?? Allez vas te balader dans le 93 et vas €¦ https://t.co/V1LsjExSkB,Hate_Speech
4282,"@Maxou_LaMenace Je suis très contente pour toi, aujourd'hui un gros suspens avec le match des bleus ! je bois le ca €¦ https://t.co/8h7TPx8U0Z",None
4283,"@AfterRMC @walidacherchour Tkt gros, l Algérie ne sera jamais en finale de cdm donc tu n'auras pas à  choisir",Bullying
4284,"RT @Choubouloute_: Chaque année notre miss passe pour une débile parce qu'elle ne sait pas s'exprimer et ça ne dérange pas le comité, proba €¦",Bullying
4285,@FlowSama3 @RMCsport L'infà¢me fils de pute broie ta soeur sale raciste,Hate_Speech
4286,@tvlofficiel Pauvre débile ! Qu ils aillent se faire foutre les migrant c hors de France point.,None
4287,@LepretreTony  €¦ que vous àªtes immonde. Vous avez oublié de mentionner le cannibalisme de petits enfants par l'Ukrai €¦ https://t.co/krh1dFbD91,None
4288,"RT @MSolidarites: Dimanche 18 décembre à  Paris, nous manifesterons au départ de la Porte de la Chapelle à  11h, devant l'un des plus grands €¦",None
4289,"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un €¦",None
4290,"#migrant sauvés...fait chié !
 
 https://t.co/kfJqJOKfPL",None
4291,"""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour €¦ https://t.co/IRA9WdDFNh",None
4292," œŠ A tout à  l'heure à  la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à  11h place €¦ https://t.co/8kutMwEUnK",None
4293,"ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Journée internationale des migrant ·e ·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, €¦ https://t.co/OtMS9WvPU0",None
4294,Une villa inhabitable suite à  un gros incendie ce dimanche matin à  Saint-Sauveur https://t.co/xbBYCqhrOY https://t.co/HOky7iE5Zs,None
4295,"@AlexisPhilo En gros, Lyon / Lyon ...
 Pas très mobile le monsieur ðŸ˜ðŸ˜",None
4296,"18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation général €¦ https://t.co/klmG1WuTXo",None
4297,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4298,@Chtybou @bertrand_k @MaxPouss La commu du catch l'a rincé comme il fallait suite au harcèlement qu'il avait prit s €¦ https://t.co/YrbHjWfKHO,None
4299,"RT @SebaouiHammou: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vi €¦",None
4300,@le_6e_homme Apparemment il a été victime d'une règle débile qui interdit les joueurs de parler aux fans. Cette NBA €¦ https://t.co/bHkRWHyY2N,Bullying
4301,@YvesDidier9 J'avoue. Un très gros village,None
4302,"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça €¦",None
4303,@G_BRIFFAUD @GaliaAckerman @DariusRochebin Et ça vous y croyez les fils de pute ? https://t.co/EVrK4W2Zyg,Hate_Speech
4304,"@KLeagueFr @JLeagueFra Shonan fait un très bon mercato, ils ont màªme réussi à  renouveler Machino alors qu'il y avai €¦ https://t.co/hwXf0Hno29",None
4305,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",None
4306,"RT @Lass2fois: La 3e étoiles ou rien, fuck l'Argentine et ses gros suceurs",Hate_Speech
4307,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4308,RT @IlanLamar: @Cdanslair Le gros problème chère madame c'est que les populations sont de plus en plus informées et en plus ont eu accès au €¦,None
4309,"Ajd jour de la finale #FRAARG de la #CoupeDuMonde2022, c'est aussi la Journée internationale des migrants. 
 
 Les ma €¦ https://t.co/RMaO2YParK",None
4310,"#2GM, #Pacifique, #Philippines, 18 décembre 1944, un typhon cause de gros dégà¢ts au sein de la IIIe flotte américai €¦ https://t.co/ZAMyUlaSCx",None
4311,"Aujourd'hui, c'est la journée internationale des migrant ·es. Oussein et Bassaro ont tous les deux quitté le Mali po €¦ https://t.co/ehnEBu20PA",None
4312,"Les gros clowns sont de sortie
 Le masculinisme en etendard
 Comment couler un parti : cracher pendant des mois sur l €¦ https://t.co/5vQizgvV2W",sexism
4313,"soupe locale. Malheureusement, les NP sont formés localement et ne savent régurgiter que le BPAC et les Health Path €¦ https://t.co/ZSxrzcGg6d",None
4314,"Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros !  ¬‡ï¸ €¦ https://t.co/stAEPnz0ML",None
4315,"C'est la Journée internationale des migrant ·e ·s !
 Contre la loi immigration de Darmanin et la stigmatisation des pe €¦ https://t.co/xNruWvCQn4",None
4316,@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Ok Margaux sale pute. Je suis sà»re que t'es moche en €¦ https://t.co/RlCMoFImPw,Hate_Speech
4317,@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Du coup demain tu dis à  un homo sur Twitter qu'il es €¦ https://t.co/qoVEtPN9u3,Homophobia
4318,RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,None
4319,RT @basedrightman: Les européens sont les gros pigeons de cette histoire. Comme si il n'y avait que l'Europe qui polluait €¦,Hate_Speech
4320,"Supporter du foot 
 #CoupeDuMondeFIFA 
 Màªme si vous aimez le foot ne vous laissez plus manipuler par ce sport qui es €¦ https://t.co/raZGxuzDdG",None
4321,Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/iK5H7iAyVz https://t.co/7NbjfZ9aer,None
4322,"@Kako_line Merci pour la mise en avant de ce resultat et ce thread d'analyse très interessants ðŸ˜Š
 Une partie de l'ac €¦ https://t.co/kM30q6PCys",None
4323,"Quand soudain, le gros lourd du train : ""C'est pour m'éblouir, les gambettes et les paillettes ? C'est réussi ! Moi €¦ https://t.co/3n6GBAyj0z",None
4324,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4325,#Solidarité . Un village de la #Loire se mobilise pour aider un réfugié #ukrainien qui marche plus d'une heure chaq €¦ https://t.co/mLDYsIrlXS,None
4326,RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro €¦,None
4327,"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su €¦",None
4328,Gros scandale entre Gianni Infantino et Achraf Hakimi :  « Ce qui s'est passé dans le tunnel..  » https://t.co/EQXGiFctgq,None
4329,"@NieulDe Doux dimanche en famille, chère Dianne €¦Gros bisous, Monique.ðŸ˜˜ðŸ˜˜ðŸ˜»ðŸ˜»ðŸ¦‹ðŸŒº",None
4330,"@berclazm Reposant dimanche chère Michèle, gros bisous et affectueuses pensées €¦Monique.ðŸŽ¶ ¤ï¸ðŸˆ € ¬›ðŸ’ƒðŸ½ðŸ’",None
4331,@CassinDe23 @catfan57200 @Coeur_Turquoise @Papounay_ @limon_jaime @Franc_de_Sousse @hagaysobol @JeanneMReinhart Mer €¦ https://t.co/AmMdLmPmOB,None
4332,@clo1774 des ordures dans 6 mois mon maris cela fera 4 ans qu ils peut plus bouger correctement ses bras ils l ont €¦ https://t.co/k9HK162TEi,Hate_Speech
4333,"chirugien ortho
 Mon mari est limité à  5kg et les bras a 110 degres consolidé sans sequelles ðŸ¤”ðŸ˜³ gros problème chez €¦ https://t.co/JxTd8l0HFY",None
4334,"Journée internationale des migrant ·e ·s : 1er round contre la loi Darmanin
 
 ðŸ“…1er round qui démarre à  11h porte de la €¦ https://t.co/I4nRUbNCCK",None
4335,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4336,Journée internationale des migrant ·es : lutter contre les atteintes aux droits via @MediapartBlogs https://t.co/PUSiUtYDP3,Racism
4337,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4338,"RT @TBegoud: J'ai peut àªtre (c'est confirmé) un gros cul, mais au moins je n'ai pas contribué au viol d'une vache, ni à  l'enlèvement de son €¦",sexism
4339,"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c €¦",None
4340,Je suis mort depuis que la noisette a dit dans un tiktok qu'il avait Kyks comme surnom comment ça prend ça au pied €¦ https://t.co/3gFSgK4P6J,None
4341,RT @EyeJns: J'ai envie de montrer mais j'aime pas montrer mon gros visage https://t.co/wF69nzNdaE,None
4342,Argentine-France : gros déséquilibre en tribune #TeamOM ðŸ”µ šªï¸ https://t.co/IbrohZvkQS,None
4343,"RT @andre_bellemar3: @RAbsolument Après, est-ce que c'est vraiment un  « migrant marocain  » ? Rien ne le prouve sur les images, mais c'est e €¦",None
4344,Macron donne un gros chèque aux arbitres au quoi??? Autrement je sais pas.. Le mec est trop serein. https://t.co/rkfr1WjZuA,none
4345,RT @ASzulman: @MathieuSlama Non on assiste d'abord à  la violence croissante de #Migrant et #musulmans dissimulée par vos amis de gauche et €¦,None
4346,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4347,@alain_geff C'est en gros ça en effet. Le sous-compteur voit passer 2200W et la puissance nominale est ~5400W. Mon €¦ https://t.co/FQHlEn4kw0,None
4348,"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de €¦",None
4349,"RT @Maroc1deF: @GilbertCollard Gilbert Collard, merci de supprimer votre tweet.
 
 La Mairie de Calahorra a démenti votre fake news accusant €¦",None
4350,@le_Parisien C'est qd ça arrange.Fier que mon pays la France soit multiculturelle mais durant cette période où j'a €¦ https://t.co/yj6vaHkKGt,None
4351,"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
4352,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4353,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4354,"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l €¦",None
4355,"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
4356,"RT @CedricMas: #Ukraine j'ai essayé d'étudier cette vidéo sur le gros.
 (Avec des géolocalisation qui montrent que c'est un survol de l'Est €¦",None
4357, š ï¸On signale ce matin du verglas en Bretagne avec la pluie arrivant sur des sols encore gelées. Soyez prudent! Le v €¦ https://t.co/sRGaECS6Ks,None
4358,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4359,"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
4360,"@ARTEfr Gros gros Big UP à  la monteuse/monteur de la BA, c'est splendide et donne une furieuse envie de voir le doc ðŸ‘Œ",None
4361,"RT @Kawamatsu95: ðŸŽ GROS CONCOURS ONE PIECE ðŸŽ
 #ONEPIECE 
 
 à€ l'occasion des fàªtes de fin d'année, moi et @zenmarket_fr on fait gagner la Figu €¦",None
4362,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4363,RT @Jen_Cleopatra: A quand une miss France avec des gros boobs pour que je me sente enfin représentée ? ðŸ˜,sexism
4364,"@Louislctm @dlgarn75 @juliehenches Tu incombes la saleté et la pollution aux immigrés ""mal éduqués"".
 Je souligne l €¦ https://t.co/cxgZ74iKJE",None
4365,"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c €¦",None
4366,"@CalcioMagi @DierrePreossi Ok monsieur le titulaire de la médaille Fields de Twitter (ou dr. en linguistique, comme €¦ https://t.co/FoBXif2ZK7",None
4367,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4368,@KyxQLF Des gros mongole jpleure,Bullying
4369,@ArobaseAuber La on est sur du gros gros mec bien cringe sans pote IRL qui se lave une fois par semaine ouais,None
4370,"RT @CICR_Afrique:  « à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace  »  €” Awa, mère d'un migrant disparu.
 
 #JournéeDesMigrant €¦",None
4371,Un sujet de fascination pour moi c'est ces séances presque vides mais pour lesquelles les gros multiplexes ne propo €¦ https://t.co/oHxXKMVXAv,None
4372,@gautoz Et màªme dans l'édition simple il semblerait que les jeux ne soient pas dans leur meilleure version. Ce gros €¦ https://t.co/ZT21HwwVIz,None
4373,@ericvidalenc Mais quel guignol ce type...en gros on te met le nez dans ton caca et tu continues à  nous soutenir qu €¦ https://t.co/GKGyyeUeRA,Bullying
4374,@PoppiBuncoart @Qofficiel Il faudrait qu'un psy s'attarde sur ces associations d'idées avec les couleurs. Le résult €¦ https://t.co/tGddbhVPki,None
4375,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4376,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4377,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4378,"Alors là  €¦ j'adorais Gignac, jusque là . Allez casse toi gros vendu reste au Mexique c'est mieux https://t.co/R6bmcOEPTD",None
4379,"@PHILBONNE37 Ne vous moquez pas de Gérard Roger , c'est pas de sa faute c'est juste un débile inculte en parlant poliment",Bullying
4380,@lenaicrobardet @M_Blanpain Eh gros sayé !!!,None
4381,"@px_xavp Par contre les débile de droite, laissez les militants FI remonter les bretelles eux màªme de leurs dirigea €¦ https://t.co/2LqAkXt7aw",Bullying
4382,"Merci pour vos retours,.vous àªtes des amours ðŸ˜
 
 Jour de finale ðŸ‡¨ðŸ‡µðŸ‡¦ðŸ‡·, on a Jeanne Tonic qui est maladou mais ça va o €¦ https://t.co/zxCw9aMOPy",None
4383,"RT @So_chou_ette: Est ce qu'il choisit la place en haut à  droite / gauche pour faire du vice
 Est ce que c'est un gros relou quand il regard €¦",None
4384,RT @Kha__dy: Yousra elle me fait pas rire moi perso elle me gàªne tellement puis elle commence a me zehef a faire la conne de service,Bullying
4385,"@DrSabrinaaurora @FrCastex une gifle (et le harcelement qui va avec) c'est une violence conjugale.
 le nier c'est àªt €¦ https://t.co/GMvopguqTO",Bullying
4386,@Paf_le_doc J'ai un gros biais d'observation sans doute (had toussa) mais j'en vois beaucoup de la tazo et màªme de €¦ https://t.co/Jn2ASPA6Fr,None
4387,"@Benzema3469 Dembele et aouar n apporte rien :/ il faut masser a autre chose et juste les garder sur le banc...
 
 Dé €¦ https://t.co/j0OYVSiJmj",None
4388,@lu_ciol_avx Très Gros mais gentil https://t.co/6PpQ35KQGv,None
4389,"RT @DenisGravouil: Concert des interdits de train : Gare de Lyon à  Paris et à  Clermont-Ferrand , Lyon  €¦ exigeons le droit de voyager avec l €¦",None
4390,"@evolilith_ @MarieFossat @survivor_cm @madamebretzel Mais t'es débile ou tu le fais exprès ?
 Sans testostérone, pas €¦ https://t.co/i5AmvEDT7H",Bullying
4391,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4392,@fredmusa @Pascal3Cabau @LeaSalame j'ai passer une bonne soirée devant quelle époque et en lisant tous les tweets €¦ https://t.co/ZKDSI6ur4r,None
4393,"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu'un élu souhaite un joyeux Noel, c'est que t'es vraiment déconnec €¦",None
4394,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4395,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",None
4396,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4397,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4398,"RT @_batou_: Si je comprends bien ça implique donc ceci : en payant, vous pouvez désormais invisibiliser un autre compte, le rendre moins v €¦",None
4399,Ne ràªve que du gros plan sur Messi qui pleure ðŸ‡«ðŸ‡·,None
4400,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,Bullying
4401,"RT @NFLFrance: ðŸˆ Les #Skol remontent 33 points pour le gros comeback de l'histoire de la NFL, et remportent la NFC North !
 
 4e défaite cons €¦",None
4402,@MonsieurEco @BBouillard @BalletKija @ERationnelle En gros avec une électricité à  l'allemande sur son cycle de vie €¦ https://t.co/PWSm1cTrHf,None
4403,"@freelance_3 Coucou mon adorable Evy , merci beaucoup , ta Nini te souhaite un très beau dimanche à  toi aussi , gro €¦ https://t.co/hYH08Cv3vx",None
4404,Une fois toutes les 3H TA MERE LA PUTE,Hate_Speech
4405,Wow de merde les GROS FILS DE PUTES QUI POUCAVE ET SIGNALENT LES AFK AU JOUG D'HIVER MOURREZ,Hate_Speech
4406,World of Warcraft ce serait le meilleur jeu du monde si c'était un jeu solo parce que chaque interaction avec d'aut €¦ https://t.co/V8lF6OjbFo,None
4407,@vikimikitoli Quand tu te fais signaler par des gros fils de pute t'as un debuff au bout de 1m tu dois t'engager da €¦ https://t.co/NJxkjJDc0t,Hate_Speech
4408,RT @diane_lotin: Besoin d'un gros cà¢lin et qu'on me dise que ça va aller ðŸ˜žðŸ˜žðŸ˜ž,None
4409,"RT @Vanneur: Yassine Bounou = meilleur gardien. Il a réussi une parade exceptionnelle màªme après le match, lorsque l'arbitre a mis sa main €¦",None
4410,"RT @LaXaviere: ""Notre Dieu a pris un gros risque: que l'histoire s'interrompe avant de commencer,si la Loi avait été exécutée.Risque magnif €¦",None
4411,RT @florencetoneat1: Ne faudrait-il pas suggérer à  Céline Quatennens de révéler je ne sais trop quelle violence ou harcèlement ? Le moment €¦,Bullying
4412,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4413,"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",None
4414,RT @its_notmyjob_: @LiliMay67513844 Des gros tweets racistes avec 100k likes mais bon le mec a parlé avec des argentins et les a fait part €¦,None
4415,"RT @Kmeuh: Gros bravo à  @alltheanime_fr pour avoir mis le max de supplément, sans tout ça, ça aurait été un peu compliquer de donner envie €¦",None
4416,Gros plan aujourd'hui sur l'aquaculture et d'une nouvelle technique pour tester les oeufs des esturgeons et s'assur €¦ https://t.co/pf4kenx1qB,None
4417,RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à  une femme qui a simplement osé faire valoir son droit à  vivre sans €¦,sexism
4418,Argentine-France : gros déséquilibre en tribune https://t.co/BzKy18D8Fh,None
4419,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4420,@f_philippot Bonjour Mr Philippot oufff...il était temps...a la TV il en parle?merci de me repondre...tres respectueusement gros bisous,None
4421,"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et €¦",None
4422,"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et €¦",None
4423,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4424,RT @blezzard92: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros probl €¦,Hate_Speech
4425,"@RMCsport Voilà  les médias français des gros trou du c** pour des pu**clic , on a les seuls médias au monde à  parle €¦ https://t.co/YhDy8biuvJ",None
4426,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4427,RT @SNJPL50: @JacquesColignon @gayets Pour les labos c'est un gros échantillon de cobayes. Et vous croyez qu'ils vont suivre de près tout c €¦,Bullying
4428,"RT @fabien_mtp: Malgré un 10e 49.3 du GVT Macron ðŸ† 
 Nous sommes toujours sans nouvelles de l'opposition. 
 Apparemment, le plus important es €¦",None
4429,"RT @AvecQuatennens: ðŸ”´ Adrien Quatennens n'est pas coupable de faits de violences répétées, ni de harcélement.
 
 Il est condamné à  4 mois de €¦",None
4430,RT @le_caviar: Mais vous àªtes de gros malade? Vraiment j'éprouve une haine profonde contre tous ces gens qui ne veulent pas améliorer la si €¦,Hate_Speech
4431,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
4432,@PBlanrue C est un putain de collabo ce mec et il est aussi débile que l autre tocard de Thomas Durand où Julien Pain Pain cul cul,Bullying
4433,Je savais pas qu'on pouvait àªtre conne à  ce point.,Bullying
4434,"@SenorPetrucci @bob56300 @JulienParrou Idem pour moi. Aucune raison de vendre klarsen. .
 Mais nous sommes deux avec €¦ https://t.co/qSXoV6R4Xd",None
4435,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4436,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
4437,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
4438,@KadoKero @RakovYohan @BreakingInfosJR @AQuatennens Encore du vide ? C'est une particularité de gros bÅ“uf de votant faut croire.,None
4439,@LVTatoo7520 @beillesse @RAF97483 @lafeevivianeb @sardine33000 @Whokilledbill3 @Oliv_Lisle @PascalAyba @jcn95290 €¦ https://t.co/5NiqKUny7r,None
4440,"RT @CedricMas: #Ukraine j'ai essayé d'étudier cette vidéo sur le gros.
 (Avec des géolocalisation qui montrent que c'est un survol de l'Est €¦",None
4441,"@GdcGina @LCI Sources ?
 
 Adieux la conne, en général c'est là  qu'on a plus de nouvelles.",Bullying
4442,"@ZappingCovid @LCI Ba si, regardez cette étude de 2018 sur le sujet : https://t.co/GGMpa9TmlN
 
 Vous àªtes débile ou quoi ?",Bullying
