Post,Type,Sentence,Label
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@adrienbcc trop hâte de toucher mon salaire dans ce cas mais il a 2 ans de militantisme de retard 🥺,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto peut-être ne parle absolument pas au nom de la cocarde 🤔 je dis pas qu'ils détiennent le monopole de ce qu'est être français, là je te parle selon moi et moi seul",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn ah pardonne-moi, j’ai hâte que tu m’apprennes à être une vraie Française dans ce cas",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn peut-être parce que je * j'ai oublié une partie de la phrase,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto ah mais rien de plus simple, retrouve le goût de la tradition catholique (sauf si tu l'es déjà) rejette toute cette modernité de décadence, arrête de croire aux partis politiques, seul un Roi peut être à la tête de la France. Voilà, tu as les gros points.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@alya.yto et je pourrai encore continuer...,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn j’aimerais que tu continues oui parce que si être Français, c’est de limiter à rejeter les partis et être royaliste, c’est triste de se dire que seulement 17% des Français le sont réellement",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto source de ton pourcentage ? Mais soit, disons qu'il est vrai, ce sont les minorités qui font l'histoire",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto malheureusement les mémoires sont courtes, si je te parle de la Vendée et la Bretagne (par exemple), sans regarder sur internet ou dans un livre serais-tu capable de me dire ce qu'il s'y est passé en 1793 ?",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn Sondage de l’Institut BVA, mais franchement pas ouf ta rhétorique",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn c’est mignon tu penses qu’un cours d’histoire définit si je suis Française ou pas (soulèvement de la Vendée oui oui),Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto soit tes capacités intellectuelles sont très limitées, soit tu es trop endocriné, mais dans les deux cas, c'est triste je n'ai jamais dit qu'un cours d'histoire suffisait à être français",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn j'ai beaucoup de respect pour tous les gens du camp national, mais jamais je ne serai royaliste. Je suis fier d'être républicain et gaulliste.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@joey.dbrs je respecte évidemment les autres aussi, mais à un moment donné, ne te considère pas comme un patriote ( de Gaulle était royaliste d'ailleurs ) et de fait retire cette fleur de lys de ta bio si tu ne veux pas l'être",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@joey.dbrs en revanche je trouverais intéressant que nous débattions de ça en privé,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn ne pas être royaliste ne veut pas dire ne pas être Patriote. Et il me semble qu'aujourd'hui, la fleur de lys est davantage considérée comme un symbole patriotique que royaliste. Ravi que tu me répondes avec respect, et bien évidemment mes DM sont ouverts, ce serait sympa de discuter.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Comment,Cesr quoi uni ?,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@sherana95 tu es pas gauloise tu es juste une gauchiste de m****,Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@sherana95 tu es pas gauloise tu es juste une gauchiste de m****,Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@zidi.pierreantoine je suis plus française que toi mon chaton, n'est pas la haine de pas avoir de sang gaulois 🥰",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@sherana95 lol mon grand père est français de souche donc viens pas me faire la diva ici la militante « antifasciste » bobo gauchiste !,Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@zidi.pierreantoine ton grand père.... 🤣🤣🤣 Mon chaton ça fais des générations qu'on vient de famille monarque, alalala vas a l'école après peut être que t'auras l'autorisation de sortir",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@sherana95 je suis déjà en cours pauvre c**** toi par contre va boire ta 8.6,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@zidi.pierreantoine 🤡🤡🤡🤡🤡🤡,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@zidi.pierreantoine d'accord zinedine,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Comment,Les tocards toujours plus de bruit et de surjeu sur internet mais toujours rien sur le terrain,Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@tevatevateva ça sera toujours plus que l'uni,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@tevatevateva Oui oui d’accord en attendant tes potes se sont chiés dessus quand des comptes leur ont été demandés,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@tevatevateva l'Uni existe depuis un demi-siècle et dernièrement on ne peut pas dire que le bilan soit glorieux. Effectivement vous maîtrisez le fait de ramasser des subventions, prendre des salaires pour militer et des postes chez LR, sans oublier bien sûr l'art de se faire couilloner par la gauche.",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@tevatevateva Ok Pecresse,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Comment,Vous en racontez de la merde bande de sombres putes. Vous êtes qu'une bande d'opportunistes sans convictions. L'UNI est et restera toujours la vrai droite dans les facs 💪🏼,Racism
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@paul_steiger_ oui l’uni restera surtout des grandes baltringue de carriéristes, suce en silence stp",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@paul_steiger_ vous avez assumé avoir recollé un collage intact d'hommage à Samuel paty, portez vos couilles et assumez",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ sombre quoi ? (les screens et les preuves sont toutes là),None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"Et des couilles, c'est quand que t'en auras petite pucelle ?",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@cocardelyon prend autant de screen que tu veux ma biche je me cache pas j'ai pas besoin 😘,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ on parle des screens de tes potes dans la vidéo qui se chient dessus quand des comptes leurs sont demandes,Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ garde ton calme pleutre agitateur,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ ouais dis leur 🔥🔥🔥🔥 mais après je respecte 🔥 toutes les 🔥🔥🔥 🔥opi🔥nions donc gros resp🔥ect à la coc🔥arde mais faut 🔥 rester UNI🔥S,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ mdrr tu te caches pas ? mais t'es en pv bichet assume un peu qu'on voit tout ça,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@anarchism_or_death toi tu t'allies à des gens qui bousillent un hommage genre ? pour coller leurs affiches dégueulasse là,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@paul_steiger_ Ahahah insulter, la facilité toujours au rendez-vous pour l’uni Vous me faites rire, soyez crédible 2min svp quand vous parlez « la vraie droite dans les facs »",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@paul_steiger_ si t’as un problème n’hésite pas à passer en privé, qu’on voit qui peut être réellement qualifié de “sombre pute” 😳",Racism
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@paul_steiger_ On me dit dans l’oreillette que ta section a lapinée et laissée une femme se faire casser la bouche par des antifas, pas mal la vraie droite dans les facs",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@paul_steiger_ jean p🎲,None
